10 10
0 SE_Sinop_Eletronorte TRANSMISSAO -11.9834849 -55.5204356
1 SE_Sinop_Energisa SUBESTACAO -11.8917412 -55.5373655
2 SE_Sinop_Centro SUBESTACAO -11.8414674 -55.4893087
3 SE_Distrito SUBESTACAO -11.9512941 -55.5160769
4 SE_Inpasa INDUSTRIAL -12.0193740 -55.5139073
5 SE_Colider SUBESTACAO -11.4952435 -55.3740549
6 SE_Santa_Carmem SUBESTACAO -11.9853557 -55.3865513
7 SE_Ipiranga SUBESTACAO -11.9814935 -55.6258500
8 Usina_Solar GERADORA -12.0022586 -55.5151747
9 No_Norte JUNCAO -11.8224552 -55.5091577
0 1 138
0 3 138
3 4 138
2 3 138
9 5 138
9 1 138
9 2 138
1 6 69
1 7 138
4 8 34
